"","AADACL1","ACPP","ADAM10","ADAM12","ADAM19","ADAM9","ADPGK","AIF1","ALOX5","ALS2CR13","AMOTL2","ANKRD25","ANXA1","ANXA5","ARHGAP15","ARHGAP30","ARNTL","ATP6V0A4","BCAS1","BCL7A","BOP1","BRSK2","C16orf80","C1orf38","C1RL","C1S","C20orf42","C2orf12","C6orf141","C9orf140","CA12","CAMKV","CAPG","CARD9","CAST","CCDC109B","CCL2","CCR2","CD33","CD44","CD58","CD68","CD97","CDH4","CDK5R1","CEBPB","CEBPD","CECR5","CFB","CFH","CHD7","CHI3L1","CHSY1","CYBRD1","CYP1B1","CKMT1A","CLCF1","CLDN10","CLDN23","CLEC2B","CLIC1","CMTM7","COL1A2","COL5A1","COL8A2","COP1","CPD","CPVL","CRB1","CRMP1","CSDA","CSPG5","CSTA","CSTB","CTBS","CTSL1","CTSS","CTSZ","CTTNBP2","CXCL14","CXXC4","DCBLD2","DDIT4L","DYNLT3","DKK1","DLL1","DLL3","DNM3","DOK3","DOK6","DPF1","DPYSL4","DRAM","DUSP23","DUSP26","E2F3","EGFR","EHBP1L1","ELF4","ELK3","EMILIN1","EMP1","EMP3","EPHB1","EVC","EVC2","EVI2A","EVI2B","F13A1","FAM107B","FAM129A","FAM77C","FAS","FBXO21","FCGR2B","FES","FGF9","FKBP11","FLJ20273","FLJ21963","FLJ22662","FLNA","FSD1","FSTL1","FUCA1","FUCA2","FZD7","GADD45G","GALNT2","GCNT1","GDAP1L1","GJA1","GLG1","GLT25D1","GMFG","GNAI1","GNG4","GPR161","GPR17","GPSM2","GSTA4","GUSB","HES1","HES5","HES6","HFE","HGSNAT","HMGB3","HNRNPR","HNRPA3","HNRPDL","HNRPH3","HNRPM","HOXD1","HPRT1","HRH1","HSF2","YBX1","ICAM1","ICK","IGFBP6","IL13RA1","IL15","IL15RA","ILF3","YPEL1","IQGAP1","ITGA7","JAK3","JMJD2B","KCNH8","KIAA1166","KIAA1549","KIF21B","KIF2A","KLHDC9","KLRC2","KLRC3","LAMB1","LAMB2","LCP2","LGALS1","LHFPL2","LY96","LIF","LILRB3","LYRM7","LMO2","LNPEP","LOC162073","LOC388272","LOC81691","LRRN1","LRRTM4","LTBP1","MAFB","MAGEH1","MAN2B1","MAP3K6","MCFD2","MCL1","MED1","MEOX2","MEX3B","MGAT1","MGC21881","MGC24103","MYH9","MYO1E","MYO1F","MYT1","MMAA","MMP14","MMP16","MOBKL2B","MR1","MSN","MVP","NCOA6","NKD1","NOD1","NOD2","NOTCH1","NR0B1","NR2E1","NRP1","OGFRL1","OLFML2B","OPCML","OPLAH","OR4N2","OSBPL3","P4HA2","PABPC1","PAK7","PARD6A","PATZ1","PBEF1","PDE2A","PDE6D","PGBD1","PHF11","PHF21B","PHYHIPL","PYCARD","PIGB","PYGL","PIPOX","PKIA","PLA2G5","PLAU","PLAUR","PLCL1","PLEKHA4","PLEKHK1","PLOD3","PLS3","PLXND1","PML","POSTN","PPIC","PPM1M","PPP1R1C","PQLC3","PRDX6","PTBP2","PTGER4","PTRF","RAB32","RAB33A","RAB43","RAC2","RAD21","RALGPS1","RAP2A","RARRES3","RASL11B","RASSF8","RBKS","RBM15B","RBPJ","RGS6","RHBDL3","RHOG","RHOJ","RICTOR","RIMS2","RIMS3","RNF144A","RNF41","RP11.35N6.1","RPRM","RRAS","RUFY3","RUNX2","S100A11","S100A13","S100A16","S100A4","SAT1","SCAMP5","SCPEP1","SELM","SERPINB1","SERPINF1","SERPINH1","SETD5","SGSH","SH3BGRL2","SH3GL2","SH3TC1","SHC1","SHD","SHROOM3","SIGLEC9","SKIP","SLC10A3","SLC12A7","SLC15A3","SLC27A3","SLC27A5","SLIT1","SMARCA4","SNAP91","SNX21","SOAT1","SOCS3","SOD2","SOX11","SPG3A","SPRY2","SRPX2","STAT6","STEAP3","SUSD5","TDRKH","TGFBI","TGOLN2","THRA","TIMP1","TKTL2","TMBIM1","TMCC1","TMEFF2","TMEM121","TMEM154","TMEM43","TNFRSF14","TRIM38","TRIM56","TRPM2","TSPAN9","UPP1","USP43","VAV3","VCL","VDR","WASF1","WSCD1","ZFYVE21","ZNF217","ZNF248","ZNF711","HPRT1.1","TBP","GAPDH","ACTB","YWHAZ","Subtype"
"TCGA.02.0001",0.5818,-0.191846153846154,-0.2786,0.962583333333333,0.169769230769231,0.44875,-0.4768,2.087625,2.10661538461538,-0.754,-1.737,-0.16364,0.611769230769231,0.3844,-1.6626,0.129125,1.29009090909091,-1.993625,0.0234,-0.627454545454545,-1.62209090909091,0.312636363636364,-0.1464,1.518,1.53425,4.444,-1.317625,1.6506,-1.2792,-1.1424,2.04442857142857,1.1994,2.2086,1.149,-0.3098,0.9576,3.951875,-1.16709090909091,0.125454545454545,0.948846153846154,1.2416,1.3286,0.40775,0.5098,0.66675,0.0248125,3.5898,-0.9288,-0.437454545454545,0.913166666666667,-0.754733333333333,4.64823076923077,0.3194,1.95961538461538,1.27345454545455,0.475666666666667,0.9,3.1232,1.9756,1.1924,-0.087,-0.7338,0.557625,-0.8550625,2.079375,1.39311111111111,0.4094,1.33592307692308,2.658125,1.37242857142857,-0.463823529411765,2.331,1.112875,0.708363636363636,1.0875,0.549375,1.429125,4.1408,1.2446,4.6482,-0.526,-0.043,3.704,0.874692307692308,-3.854375,0.778,0.138909090909091,3.4688,1.0174,0.168125,0.79525,0.903714285714286,0.546571428571428,1.663,4.4636,-0.318714285714286,0.201285714285714,-1.03025,-0.3197,0.6765,1.2337,3.8164,0.620875,1.31016666666667,-0.628375,0.0456,-0.4342,0.295,4.89564285714286,-0.5156,1.36322222222222,-1.586,0.805727272727273,0.8678,3.70425,0.9805,0.764,-1.433625,0.805818181818182,0.8518,0.03475,-1.3504,-0.089,-0.9696,0.3564,-0.4114,3.093875,0.897846153846154,-0.135625,-0.7034,1.272,2.4467,0.42525,-1.058875,0.8328,0.315,-0.0815,-0.17,-0.0116666666666667,-0.4281,1.546125,-0.293875,-0.0725384615384615,1.8342,0.347,-0.215375,0.0463888888888889,-0.869352941176471,-0.196153846153846,-0.765761904761905,-0.222230769230769,-0.6971,-0.9482,-1.035375,-0.884875,3.264875,-0.556285714285714,-1.023375,1.37663636363636,-0.067,-0.604875,0.750769230769231,-0.05225,-0.2472,-1.05695652173913,-0.1835,0.4532,3.55092307692308,0.497357142857143,-1.085,0.121,0.3834,0.662866666666667,-0.7185,-0.371,1.1575,-4.23066666666667,-2.2432,-1.5972,1.698,1.149,1.1288,1.0525,1.929,0.09275,2.69211111111111,-0.321086956521739,3.3362,-0.4315,0.471666666666667,-0.649,-0.761,2.5722,0.951818181818182,-1.74966666666667,3.113875,2.2506,0.318625,0.642428571428571,-0.067625,1.2635,-0.750052631578947,2.646375,-0.99775,0.334375,1.04272727272727,-1.557,-0.82475,-1.20676923076923,1.1943,0.00133333333333333,0.8362,0.2861875,0.428666666666667,0.0779230769230769,0.5995,0.612777777777778,0.509,0.0806,-1.274,0.684625,1.252625,0.05675,-2.3682,2.089375,0.713894736842105,0.9776,1.5355,2.85907692307692,-0.526125,1.81633333333333,1.4815,-1.4822,-1.88175,2.264875,1.049875,-0.257,3.22142857142857,-0.216625,0.8536,0.08125,1.0294,0.742625,2.11509090909091,-0.124,-0.294,0.807125,0.552333333333333,1.79885714285714,4.442,-0.549454545454546,-0.154545454545455,-0.41325,2.12269230769231,-0.583363636363636,-0.0918,1.5566,-0.2754375,1.02233333333333,2.56963636363636,-0.77375,0.8968,1.276375,1.4134,-0.3596,1.0281,0.06475,-0.172076923076923,0.4298,1.648,-0.537333333333333,-1.63607142857143,-1.04205263157895,0.143375,1.382625,3.36109090909091,-0.631333333333333,1.24290476190476,0.3758,-0.2726,-0.820625,1.859,1.192,0.8356,2.35609090909091,-1.01284615384615,0.889818181818182,0.54725,0.1919,0.8057,0.2504,-0.58475,0.626545454545455,2.1382,0.362809523809524,0.937,1.3395,2.22075,-1.173,2.30009090909091,2.2244,0.6392,2.826,-0.0102,-0.619625,-0.873,-0.429,-0.681625,-0.0388666666666666,4.3864,0.281,0.389,0.8952,-0.542428571428571,1.29125,1.4163,-0.963833333333333,-0.194733333333333,2.3812,0.756,0.1834,2.02233333333333,-1.31705555555556,2.2034,-0.0650769230769231,-0.29,1.0525,1.97063636363636,2.22109090909091,3.2268,2.40175,3.095,0.1405,1.6466,1.1184,-0.71675,0.347153846153846,1.1388,2.58175,2.294375,0.21,1.1375,0.194125,2.0695,0.2814,0.78625,0.0376,-0.023,-0.076,0.184,1.2369375,0.26247619047619,1.28973333333333,-1.697875,0.3625625,-0.309315789473684,-1.1484,0.661,1.81166666666667,1.4438,-1.76625,-0.3025,0.688454545454545,-0.884875,-0.2945,-0.123933333333333,0.623047619047619,-0.127625,"Classical"
"TCGA.02.0009",-0.38,-0.671538461538462,-0.7892,-0.242916666666667,1.313,0.913875,-0.8578,1.223,1.13576923076923,-0.534375,-1.181,0.18312,1.30807692307692,1.6111,-1.6094,-0.7205,2.25090909090909,-2.82075,-1.327,-0.192181818181818,-0.433636363636364,0.099,-0.7824,-0.091,1.655125,1.575,-0.616625,0.729,-0.7998,-1.8133,-0.212357142857143,-1.7672,0.6774,0.3444,-1.4378,0.923,0.784375,-2.57118181818182,-1.056,-0.265730769230769,0.4518,0.0344,0.2895,3,0.57675,-0.8429375,3.3352,-0.2486,-2.54372727272727,1.98,-0.0868666666666667,4.04938461538462,-0.1968,1.50084615384615,-1.583,-1.81033333333333,-0.7394,2.2666,-1.2562,-0.158,-0.8615,-1.459,-1.432625,-1.8425625,2.32975,1.17877777777778,0.0493,1.49992307692308,6.065,2.35285714285714,-1.43264705882353,4.0495,-0.0665625,-0.608090909090909,-0.05275,-0.30075,0.537625,1.9524,1.3166,0.9074,2.861,-1.64555555555556,3.4138,-0.576846153846154,-7.008,1.0347,2.11290909090909,2.8368,-0.2518,-2.385,1.0905,0.370571428571429,-0.1205,-1.2412,3.441,-0.9325,5.16728571428571,-1.62775,-1.1825,-0.099125,0.477,2.0032,0.325,1.7485,-0.3755,0.4264,-0.6064,0.4196,-0.133571428571429,-2.0478,0.732166666666667,-1.91166666666667,-0.371272727272727,1.4924,0.29075,0.233,-3.0116,-1.788,0.0501818181818182,0.9388,-1.01,-1.2182,0.72725,-0.5308,0.0812,-0.449,3.2085,1.47584615384615,-0.468,-2.6254,1.214,4.6641,0.2465,-1.0935,-0.4438,-1.22,0.0840000000000001,0.43325,0.111333333333333,0.4287,2.373625,0.0305,0.998230769230769,4.7372,1.1816,-0.419041666666667,0.224833333333333,-0.598588235294118,-0.241076923076923,-0.10547619047619,0.581,-0.6035,0.1398,-1.485125,-3.109125,2.818875,-0.484857142857143,-0.24825,-1.835,-0.171909090909091,-3.1465,-0.385615384615385,-0.646625,-1.0416,-0.342521739130435,-0.168875,0.4977,2.12984615384615,-0.559785714285714,0.086,0.567,0.1217,1.42893333333333,-0.992,-0.4788,1.814875,-5.32733333333333,-4.549,0.178,1.64275,0.3988,0.0719,0.8118,0.2534,-0.8338125,1.08466666666667,0.182304347826087,3.5932,-0.797,0.438666666666667,-1.778,-1.93025,3.5638,2.54527272727273,-0.729666666666667,1.3355,-0.7976,-0.440125,-0.580714285714286,-1.609625,0.452222222222222,0.0633157894736842,4.519875,-2.386375,0.4785,2.17718181818182,-2.298,-1.0796875,-1.20184615384615,0.8463,0.315,0.9272,-1.0813125,1.3475,0.576153846153846,-0.787625,0.419,-1.459,0.722,-1.968,0.346875,-0.310625,0.683875,-5.4852,3.301875,-0.294,0.2512,0.7618,1.42392307692308,0.021,1.84566666666667,0.634625,-3.183,-1.0985,0.2025,0.361375,0.467153846153846,0.8705,-2.006,0.7326,0.770625,1.8468,1.165125,2.05636363636364,-1.163875,-0.242,0.35925,1.30166666666667,1.345,3.0546,-0.338727272727273,-2.452,-1.088125,1.33476923076923,-0.785090909090909,-0.3076,1.186,-0.839875,-0.415333333333333,4.27254545454545,-1.022125,0.8886,1.55225,0.685,-0.8664,0.6737,-0.83325,-0.446846153846154,-0.5721,-0.4316,-1.33877777777778,-2.50464285714286,0.0166315789473684,0.9690625,0.846125,2.12527272727273,-1.39466666666667,-0.120571428571429,0.1836,-0.3356,-0.812875,2.91509090909091,2.78566666666667,0.245,2.52936363636364,-0.479,-1.18545454545455,0.2015,-0.4956,-0.0609,-1.1258,-2.09575,-1.11572727272727,2.7178,0.167095238095238,-1.78176470588235,1.3805,1.384125,-1.5806,0.924636363636364,1.165,-0.1822,0.3732,-1.1682,-1.654125,-0.9459375,1.069,0.4045,-0.486,0.1324,-0.553,-1.2714,1.7758,0.929928571428572,0.540375,0.89995,-1.92866666666667,-0.466933333333333,1.8542,0.019375,0.7306,2.65866666666667,-0.458666666666667,-0.0676,0.329230769230769,-1.09683333333333,0.9885,0.521,2.26345454545454,2.1344,3.0855,1.8428,-2.494125,0.25,-0.0532,-1.294375,-1.312,-0.0945,2.632125,1.022375,0.1774,0.3573,0.3945625,-1.22675,1.27,0.7525,-0.2412,-0.908,-2.06725,0.3922,0.3325,0.0943809523809524,-0.292266666666667,-0.32525,0.89125,-0.995473684210526,-3.9368,0.5502,4.232,1.3918,-1.252375,-0.6305,1.16836363636364,-3.109125,0.206875,-0.407,1.08271428571429,-0.3930625,"Classical"
"TCGA.02.0015",-0.7178,-0.0130769230769231,-0.229,1.42783333333333,0.436,0.8918125,-0.292,1.432125,1.29692307692308,-0.239875,-0.588,-0.24992,0.740538461538462,0.5239,-1.5368,-0.2735,1.23836363636364,-1.47575,0.323,0.4,-1.10472727272727,0.499,0.0926,1.01081818181818,0.7765,2.8248,-0.94875,0.7726,-0.5301,-0.9568,2.09914285714286,-0.5634,1.2978,-0.0298,0.0472,2.5412,3.345,-1.43736363636364,-0.330909090909091,0.239884615384615,0.5108,0.5938,0.253083333333333,2.3194,0.645875,0.194875,3.6486,-0.135,-1.69145454545455,0.038,0.4894,3.32084615384615,1.0506,0.566615384615385,2.52590909090909,-1.08433333333333,0.9382,-0.3448,1.3786,-0.5944,0.245125,-0.5672,0.2625625,0.0180625,1.5775,0.330111111111111,1.0934,0.178153846153846,2.928,2.15585714285714,0.326117647058824,1.400875,0.8279375,-0.116909090909091,0.1865,-0.200125,1.048125,2.6196,0.8594,4.179,1.99733333333333,0.498111111111111,2.1738,0.124307692307692,-2.1245,0.7629,1.96636363636364,2.5812,0.5166,-0.01075,1.44075,1.70307142857143,0.371785714285714,-0.2448,2.7656,0.0217142857142857,-0.102,-1.243875,-0.6171,0.26075,-0.0256,2.348,0.339125,2.93716666666667,-0.3805,0.107,-0.0148,0.1474,3.71514285714286,0.1712,0.9375,0.606333333333333,0.526181818181818,0.7744,3.29925,-0.183125,0.7232,-1.09525,-0.232909090909091,0.2584,0.362375,-0.835,0.65425,0.3718,0.152,-1.0902,1.60975,0.981230769230769,-0.283875,-0.893,1.645875,1.7691,0.3595,-0.3955,0.3138,0.8882,1.101375,0.5091875,-0.0926666666666667,0.1194,1.865,-0.057375,0.335923076923077,1.2384,-1.0674,-0.0978333333333333,0.155388888888889,0.173117647058824,-0.226,-0.149952380952381,0.700461538461538,-0.7644,-0.2514,-0.71975,-0.831125,2.073625,0.375,-0.01775,0.479,-0.135090909090909,0.950875,0.0431538461538461,-0.29475,0.0636,-0.364565217391304,0.479875,0.5732,1.73761538461538,-0.0601428571428572,0.0893333333333333,0.646,0.3318,1.2728,-0.055625,-0.1924,0.94675,-3.32433333333333,-2.2404,0.0654,-0.05875,0.7836,1.0588,0.6154,1.1604,0.69425,1.987,-0.569695652173913,3.3624,-0.688,0.493583333333333,0.2898,-1.077125,1.9354,0.592,-0.247333333333333,2.862375,1.726,0.356375,-0.0699285714285714,-0.889875,0.353444444444444,-0.0815263157894737,0.497,0.49125,0.130125,0.56,-2.0446,-0.8165625,-0.224692307692308,0.4153,1.38,0.6606,-0.0955625,0.638,0.750230769230769,-0.4445,0.487611111111111,-0.404,0.7868,-0.794,-0.379625,0.81375,0.089,-2.2962,2.544,0.983894736842105,-0.1264,0.9985,3.33107692307692,-1.303875,0.712333333333333,0.089625,-0.3988,-1.66725,2.71475,0.25975,-0.0684615384615384,2.79714285714286,-1.45675,0.7766,0.828,1.0102,1.063375,1.57472727272727,-0.811875,-0.122666666666667,1.254375,0.00566666666666667,1.78828571428571,2.2436,0.0830909090909091,0.241727272727273,-0.409125,0.978923076923077,0.574545454545454,0.1394,0.1244,-0.472625,-0.0176296296296296,2.30990909090909,-0.80675,-0.3,0.924625,0.7584,-0.168,0.0951,-0.4845,0.155076923076923,0.1578,1.5048,-0.6885,-1.18185714285714,-0.288789473684211,0.3115625,1.51625,1.93990909090909,0.397333333333333,0.676666666666667,0.2604,-0.6424,-0.385625,1.41881818181818,1.23166666666667,0.1552,2.03354545454545,-0.733769230769231,-0.0719090909090909,-0.19325,-0.1154,0.5407,2.8,0.199,-0.117727272727273,2.1598,-0.129,0.438,-0.4005,1.09625,-1.3154,1.95563636363636,1.0242,0.3094,1.5772,-0.1784,-1.322125,0.331375,-0.611090909090909,-0.782375,-0.0736666666666667,1.008,-0.2925,-0.0151,2.6852,-0.507714285714286,0.971625,0.97285,-1.37933333333333,-0.491266666666667,0.9672,-0.246125,-0.6826,0.7125,-0.544277777777778,1.1342,0.265,-0.241333333333333,1.572125,2.19018181818182,2.03972727272727,2.8386,2.28025,2.2714,-1.810375,0.613,0.1496,-0.7245,0.313615384615385,0.4323,1.273625,2.2785,0.264,0.1455,0.50725,1.8995,1.1324,-0.08525,-0.4764,-1.9108,-0.81925,-0.8704,0.0853125,0.36052380952381,0.654466666666667,-1.039375,-0.3040625,-0.758736842105263,-0.2906,0.8174,2.105,0.43,-0.719625,-0.309625,0.775181818181818,-0.831125,0.056625,0.197,1.15309523809524,0.334375,"Classical"
"TCGA.02.0016",-0.3026,0.125230769230769,-1.0654,-0.636333333333333,0.301846153846154,-0.0922499999999999,-0.518,1.243125,1.07238461538462,-0.85925,-1.01,1.02288,0.186076923076923,0.6493,-1.2894,-0.574625,2.192,-1.3095,-0.7568,-0.4,-0.604090909090909,0.575545454545454,0.3412,-0.401909090909091,0.067875,1.2912,-1.482375,0.7608,-1.7322,-1.3221,0.653071428571429,-0.0398,0.7954,0.1748,-1.2508,0.4166,0.914125,-1.96454545454545,-1.10681818181818,-1.40192307692308,0.555,0.1154,-0.307666666666667,2.675,0.597875,-0.3908125,1.9734,-0.4762,-2.19509090909091,-0.280666666666667,0.0252666666666667,3.36315384615385,-1.2356,1.35023076923077,1.47463636363636,-0.0113333333333333,-0.0282,2.9342,-0.4296,-1.8894,-0.876375,-1.0614,-1.6101875,-1.76725,1.709125,0.992555555555556,0.1311,0.270230769230769,3.54525,0.427857142857143,-1.36129411764706,2.931375,-0.41825,-0.555272727272727,0.2045,-0.279375,0.558125,2.327,1.2004,4.3746,2.513,-1.27344444444444,2.8502,-0.703384615384615,-4.68225,1.0622,0.866181818181818,1.7894,-0.0795,0.827125,0.400625,-0.212214285714286,0.2605,-0.768,3.603,-0.551357142857143,3.2485,-1.704625,-0.8781,-0.231125,-0.2557,2.2018,-0.339875,1.46566666666667,-0.270625,0.2618,-0.1372,-0.1174,1.08057142857143,-0.1928,-0.262944444444445,-1.29266666666667,0.376090909090909,1.0436,0.0825,0.1905,2.3662,-1.87125,0.474363636363636,-0.3308,0.581875,-1.3204,2.51525,-0.1308,-0.2622,-0.593,-0.2755,0.492846153846154,-0.71625,-2.4188,1.4765,4.129,0.00775,-0.864625,0.0188,-0.6792,0.0325,-0.0610625,0.308,0.0882,1.743,0.293375,-0.407692307692308,1.9848,-0.5728,-0.0896666666666666,0.142111111111111,-0.650647058823529,-0.0806153846153846,-0.397380952380952,0.603538461538462,-0.6591,-0.197,-0.68475,-2.23175,0.730125,-0.068,-0.720875,-1.66045454545455,-0.231181818181818,-1.968375,-0.314153846153846,-0.495875,-0.9844,-0.498260869565217,-0.55725,0.0848,3.07146153846154,-0.487642857142857,0.601833333333333,0.958,-0.00600000000000003,1.16433333333333,-0.1085,-0.7148,2.00575,-3.019,-2.3056,-2.4548,1.6625,0.1868,-0.4527,0.745,-0.1176,-0.722375,1.58144444444444,0.16795652173913,2.8482,-0.7185,-4.1666666666676e-05,-0.6404,-1.15375,1.2424,0.056,-1.995,0.961875,0.467,0.79125,-0.0794285714285714,-1.687875,-0.00955555555555559,-0.243157894736842,2.9175,-2.14175,0.164875,1.10663636363636,-1.4964,-1.241875,-0.544461538461539,0.7995,-0.129333333333333,0.5828,-1.2356875,0.270833333333333,0.266384615384615,-0.55425,0.184222222222222,-1.22,1.048,-1.286,0.0875,-0.200375,-0.452375,-3.225,2.7765,-0.136789473684211,0.1086,0.4714,4.24784615384615,0.942625,0.372666666666667,1.043,-2.6829,-1.84925,1.245875,1.34225,-0.381076923076923,-0.519714285714286,-0.749375,0.9656,0.55525,1.318,1.069625,2.29272727272727,-0.5935,-0.108333333333333,-0.4505,0.833,0.0934285714285714,3.149,-1.74054545454545,-1.71372727272727,-0.2575,0.278230769230769,-1.64845454545455,-0.2212,-0.0644,-0.7289375,-0.477481481481481,-1.58245454545455,0.071375,0.753,0.6095,0.6212,-0.7272,0.8846,-1.314125,-1.06446153846154,0.1294,0.096,-0.861222222222222,-1.93942857142857,-0.218842105263158,0.547875,0.909625,1.70963636363636,0.429333333333333,0.22752380952381,0.8534,-0.235,-0.892625,0.450363636363636,2.05133333333333,0.1226,0.644363636363636,-0.272538461538462,0.345636363636364,-0.23325,-0.3242,0.075,0.1185,-0.351875,-0.639363636363636,2.059,-0.0609523809523809,-1.22664705882353,0.831,1.532625,-1.1348,0.702363636363636,2.1314,0.7636,0.5862,-0.2588,-0.771625,-1.1131875,0.346272727272727,-0.404375,0.1296,2.396,-0.31,-1.0524,1.349,0.640214285714286,0.287625,1.4663,-1.703,-0.383066666666667,1.6882,0.140375,1.1852,1.67783333333333,-0.593111111111111,1.9044,0.460538461538461,-0.9135,-0.449,0.0655909090909091,0.573181818181818,2.036,2.377125,1.4478,-1.27675,-0.4287,0.2552,-0.62475,-1.62969230769231,-0.317,2.39125,0.499875,0.3344,0.0851,0.0174375,0.84,0.5806,-0.77225,-0.446,-0.6614,-0.37375,0.3062,0.1690625,-0.257714285714286,-0.774133333333333,-0.6885,1.493875,-1.236,-2.729,0.0308,2.79166666666667,2.6804,-0.747625,-0.53175,0.925818181818182,-2.23175,0.36625,-0.569933333333333,0.617,-0.1105625,"Classical"
"TCGA.02.0021",-0.8132,-0.753230769230769,-0.562,0.196083333333333,1.39276923076923,-0.05225,-0.6488,1.213375,0.799307692307692,-0.662375,-0.9894,-0.52068,-0.375461538461538,1.1215,-1.6377,-0.670375,1.37354545454545,-1.90625,-0.8172,0.198090909090909,-0.231454545454545,0.654545454545455,0.1884,0.951818181818182,0.79825,1.1228,-0.7605,0.4956,-1.6291,-0.6249,-0.406,-1.1434,0.088,1.2286,-1.3812,1.1962,0.5605,-2.20463636363636,-1.20054545454545,-0.421384615384615,0.2824,0.75,-0.238083333333333,2.6994,0.385875,-0.6796875,3.1278,-0.0206,-2.70872727272727,1.2305,-0.24,3.56353846153846,0.1226,1.07576923076923,-2.46663636363636,-1.07666666666667,-0.4836,1.746,-0.5978,-1.6818,-0.514,-0.5122,-0.982875,-1.6879375,1.413,1.08788888888889,0.00600000000000003,1.34484615384615,4.040375,1.73857142857143,-0.967058823529412,3.44925,-0.4076875,-0.549090909090909,-0.426875,-0.500375,0.869625,2.907,1.1098,3.6432,2.05233333333333,-1.87494444444444,2.3206,-0.649923076923077,-5.268875,0.6128,1.11490909090909,1.1468,0.0812,-0.211125,1.137875,0.621857142857143,0.0309285714285714,-1.342,2.1436,-0.513857142857143,4.312,-1.777875,-0.9207,0.147625,0.78,1.5228,0.173625,2.23033333333333,-0.0285,0.5444,-0.9436,-0.198,0.620714285714286,-0.7088,1.43377777777778,-1.783,-0.692272727272727,0.6478,2.05825,0.235,-2.2122,-1.74725,-0.892090909090909,1.3956,0.182,-1.0242,0.625375,-0.3068,-0.0132,-1.2144,2.407125,0.928307692307693,-0.548,-2.4058,1.87225,2.7203,0.63575,-0.895125,0.6628,0.691,0.888125,0.14125,-0.0396666666666667,-0.2811,1.532125,0.04975,-0.419769230769231,3.5022,0.119,-0.197416666666667,0.201722222222222,-0.105176470588235,-0.150923076923077,-0.0614285714285714,0.545769230769231,-1.252,-0.1688,-0.95375,-1.944125,2.4455,-0.457428571428571,-0.422625,-1.33090909090909,-0.216454545454545,-2.308,-0.776461538461538,-0.563,-0.8216,-0.249782608695652,0.40375,-0.0177,2.70976923076923,-0.123071428571429,0.320666666666667,0.585,-0.2078,1.1016,-0.557,-0.864,1.246125,-4.38,-3.6078,-0.1278,1.232125,0.8448,0.0813,0.3315,0.1038,-0.1784375,1.77311111111111,-0.31004347826087,3.2012,-0.322625,0.25775,-0.8618,-1.405875,3.608,-0.355363636363636,-1.30333333333333,1.234625,2.3136,0.29675,-0.460928571428571,-1.2685,0.673,-0.0244210526315789,3.285375,-0.942125,0.36,1.49027272727273,-2.8798,-0.4006875,-0.407538461538462,0.8309,0.724,0.054,-0.054375,1.13133333333333,0.873538461538462,-0.42225,0.176833333333333,-1.0898,0.5922,-1.57575,-0.195125,-0.290625,0.437375,-4.0622,2.567375,0.252842105263158,-0.3714,0.7949,2.77346153846154,-0.137875,0.385666666666667,-0.226125,-3.2506,-1.3265,0.213875,0.856125,0.370538461538462,1.17307142857143,-1.604,0.4652,0.392875,0.1232,1.566,1.364,-1.015125,-0.629666666666667,0.02225,0.873333333333333,1.20971428571429,2.7978,-1.91218181818182,-1.41463636363636,-0.327875,1.69007692307692,-1.00936363636364,-0.1844,-0.076,0.00381250000000001,-0.027,2.28836363636364,-0.538625,0.3322,0.86075,0.1486,-0.7514,-0.1521,-0.0915,-0.0354615384615385,-0.601,-0.301,-0.721111111111111,-1.80735714285714,-0.523157894736842,0.2160625,0.76175,1.62227272727273,-0.688666666666667,0.260142857142857,-0.0706,0.2562,-0.91625,1.57072727272727,1.97133333333333,0.166,2.82618181818182,-1.11976923076923,-0.173454545454545,-0.6825,-0.6915,0.3219,0.4922,-1.1085,-0.150727272727273,2.3748,-0.209285714285714,-1.61047058823529,-0.3605,0.94675,-1.966,1.87445454545455,1.7716,-0.0994,1.117,-1.3166,-1.027125,-0.136875,0.631909090909091,0.271125,-0.5594,-0.1914,-0.432,-0.3936,0.3372,0.688642857142857,0.654625,1.1471,-1.64383333333333,0.0987333333333333,1.5422,1.21075,0.426,1.99433333333333,-0.642166666666667,0.0882,0.642,-0.753666666666667,0.35975,0.0140909090909091,1.71927272727273,1.4618,2.57425,1.9684,-1.562,-0.4172,0.849,-1.290375,-0.417923076923077,-0.0999,1.8295,1.2315,-0.0376,0.43,-0.109625,-1.014875,1.5964,1.49225,-0.3076,-0.5096,-0.01425,-0.1332,0.27225,0.402333333333333,-0.8216,-1.780625,0.4883125,-0.725052631578947,-2.6384,-0.275,3.05366666666667,0.555,-1.1375,-0.957875,0.712272727272727,-1.944125,0.12225,-0.1282,1.05785714285714,-0.419125,"Classical"
